unix_time,acc_x,acc_y,acc_z,lin_acc_x,lin_acc_y,lin_acc_z,gyr_x,gyr_y,gyr_z,rot_x,rot_y,rot_z,mag_x,mag_y,mag_z,lat,lng,bearing,speed,alt,err_lat,err_lng,pressure,station,run,walk,auto,cycling,unknown,
4330539198306,-0.9898224,-0.25099182,9.499451,,,,,,,,,,,,,,,,,,,,,,,,,,,
4330539198306,,,,,,,-0.24742126,-0.1285553,-0.2918396,,,,,,,,,,,,,,,,,,,,,
4330539198306,,,,,,,,,,,,,11.810303,16.15448,-44.04602,,,,,,,,,,,,,,,
4330540357974,,,,-1.3933249,-0.38563907,0.024194717,,,,,,,,,,,,,,,,,,,,,,,,
4330540357974,,,,,,,,,,322.83664,-0.4830425,1.9365684,,,,,,,,,,,,,,,,,,
4330559339907,-0.44334412,0.003250122,9.565567,,,,,,,,,,,,,,,,,,,,,,,,,,,
4330559339907,,,,,,,,,,,,,11.849976,16.116333,-44.007874,,,,,,,,,,,,,,,
4330559339907,,,,,,,-0.26731873,-0.08328247,0.0042877197,,,,,,,,,,,,,,,,,,,,,
4330559339907,,,,,,,,,,,,,,,,,,,,,,,1024.377,,,,,,,
4330560102847,,,,-0.7433903,-0.01613849,0.082452774,,,,,,,,,,,,,,,,,,,,,,,,
4330560102847,,,,,,,,,,323.14496,-0.19214043,1.9645315,,,,,,,,,,,,,,,,,,
4330579481509,0.74360657,-0.82873535,9.885101,,,,,,,,,,,,,,,,,,,,,,,,,,,
4330579481509,,,,,,,,,,,,,11.849976,15.455627,-43.685913,,,,,,,,,,,,,,,
4330579481509,,,,,,,-0.30770874,-0.12120056,0.062942505,,,,,,,,,,,,,,,,,,,,,
4330579878237,,,,0.4147974,-0.80767506,0.3990078,,,,,,,,,,,,,,,,,,,,,,,,
4330579878237,,,,,,,,,,322.89615,0.23146437,2.127231,,,,,,,,,,,,,,,,,,
4330599623110,3.6785889,-0.0771637,9.172714,,,,,,,,,,,,,,,,,,,,,,,,,,,
4330599623110,,,,,,,,,,,,,11.181641,15.779114,-43.351746,,,,,,,,,,,,,,,
4330599623110,,,,,,,-0.36192322,-0.23309326,-0.34732056,,,,,,,,,,,,,,,,,,,,,
4330599623110,,,,3.230486,0.022592582,-0.31211185,,,,,,,,,,,,,,,,,,,,,,,,
4330599623110,,,,,,,,,,322.4167,0.60258394,2.7047317,,,,,,,,,,,,,,,,,,
4330592909243,,,,,,,,,,,,,,,,,,,,,,,1024.377,,,,,,,
4330619429019,,,,0.20039034,-0.37920696,1.3909016,,,,,,,,,,,,,,,,,,,,,,,,
4330619429019,,,,,,,,,,322.99774,0.96284825,3.3132045,,,,,,,,,,,,,,,,,,
4330619764712,0.71829224,-0.5470886,10.910568,,,,,,,,,,,,,,,,,,,,,,,,,,,
4330639204409,,,,-1.8606508,-0.832311,2.2146816,,,,,,,,,,,,,,,,,,,,,,,,
4330619764712,,,,,,,-0.25071716,-0.8090515,-0.82341003,,,,,,,,,,,,,,,,,,,,,
4330619764712,,,,,,,,,,,,,11.178589,15.792847,-43.370056,,,,,,,,,,,,,,,
4330639204409,,,,,,,,,,324.0703,1.1122851,4.1982656,,,,,,,,,,,,,,,,,,
4330626478579,,,,,,,,,,,,,,,,,,,,,,,1024.377,,,,,,,
4330639906314,-1.1135712,-1.0327911,11.720154,,,,,,,,,,,,,,,,,,,,,,,,,,,
4330639906314,,,,,,,0.08792114,-1.1404572,-0.6091919,,,,,,,,,,,,,,,,,,,,,
4330639906314,,,,,,,,,,,,,10.955811,16.630554,-44.45343,,,,,,,,,,,,,,,
4330658979800,,,,,,,,,,324.56036,0.7998464,5.521694,,,,,,,,,,,,,,,,,,
4330658979800,,,,-0.7548129,-1.3174481,1.4153938,,,,,,,,,,,,,,,,,,,,,,,,
4330660047915,0.2453003,-1.4317474,10.910889,,,,,,,,,,,,,,,,,,,,,,,,,,,
4330660047915,,,,,,,,,,,,,9.344482,16.957092,-43.188477,,,,,,,,,,,,,,,
4330660047915,,,,,,,0.69343567,-1.3756561,-0.27548218,,,,,,,,,,,,,,,,,,,,,
4330678755190,,,,0.39056766,-1.1165919,0.6075268,,,,,,,,,,,,,,,,,,,,,,,,
4330660047915,,,,,,,,,,,,,,,,,,,,,,,1024.377,,,,,,,
4330678755190,,,,,,,,,,324.78357,-0.09550803,7.285745,,,,,,,,,,,,,,,,,,
4330680189517,1.5917969,-1.0416107,10.061569,,,,,,,,,,,,,,,,,,,,,,,,,,,
4330680189517,,,,,,,,,,,,,9.259033,17.041016,-43.36548,,,,,,,,,,,,,,,
4330680189517,,,,,,,1.0526733,-1.72995,-0.4591217,,,,,,,,,,,,,,,,,,,,,
4330698561099,,,,-0.19659853,-0.50644535,-0.23749638,,,,,,,,,,,,,,,,,,,,,,,,
4330698561099,,,,,,,,,,325.45343,-1.3457828,9.512593,,,,,,,,,,,,,,,,,,
4330693617251,,,,,,,,,,,,,,,,,,,,,,,1024.377,,,,,,,
4330718336489,,,,-0.98517156,-0.022275358,-0.5754709,,,,,,,,,,,,,,,,,,,,,,,,
4330700331118,1.3594818,-0.22355652,9.180283,,,,,,,,,,,,,,,,,,,,,,,,,,,
